Year,Iowa Code Chapter,State,Company Name,Line of Insurance,Premiums Written,Losses Paid,Taxes Paid,NAIC Number,Iowa Company Code
2016,,NC,Genworth Mortgage Insurance Corporation,Other Liability - Claims Made,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Excess Workers Compensation,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Products Liability,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Private Passenger Auto No Fault (pip),0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Other Private Passenger Auto Liability,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Commercial Auto No Fault (pip),0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Other Commerical Auto Liability,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Private Passenger Physical Damage,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Commercial Auto Physical Damage,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Aircraft,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Fidelity,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Surety,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Burglary and Theft,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Boiler and Machinery,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Credit,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Warranty,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation,Aggregate Write-In,0,0,0,38458,2022
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Fire,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Allied Lines,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Multiple Peril Crop,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Federal Flood,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Private Crop,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Private Flood,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Farmowners Multiple Peril,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Homeowners Multiple Peril,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Commerical Multiple Peril (Non-liability portion),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Commerical Multiple Peril (Liability portion),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Mortgage Guaranty,0,0,2665,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Ocean Marine,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Inland Marine,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Financial Guaranty,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Medical Professional Liability,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Earthquake,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Group Accident and Health (b),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Credit Accident and Health (Group and Individual),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Collectively Renewable Accident and Health (b),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Non-Cancelable Accident and Health (b),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Guaranteed Renewable Accident and Health (b),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Non-Renewable for Stated Reasons only (b),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Other Accident only,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Medicare Title XVIII,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,All other Accident and Health (b),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Federal Employees Health Benefits Program Premium (b),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Workers Compensation,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Other Liability - Occcurence,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Other Liability - Claims Made,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Excess Workers Compensation,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Products Liability,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Private Passenger Auto No Fault (pip),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Other Private Passenger Auto Liability,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Commercial Auto No Fault (pip),0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Other Commerical Auto Liability,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Private Passenger Physical Damage,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Commercial Auto Physical Damage,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Aircraft,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Fidelity,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Surety,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Burglary and Theft,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Boiler and Machinery,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Credit,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Warranty,0,0,0,16675,1423
2016,,NC,Genworth Mortgage Insurance Corporation of North Carolina,Aggregate Write-In,0,0,0,16675,1423
2016,515.48,CA,GeoVera Insurance Company,Allied Lines,0,0,69,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Multiple Peril Crop,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Federal Flood,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Private Crop,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Private Flood,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Farmowners Multiple Peril,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Homeowners Multiple Peril,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Commerical Multiple Peril (Non-liability portion),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Commerical Multiple Peril (Liability portion),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Mortgage Guaranty,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Ocean Marine,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Inland Marine,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Financial Guaranty,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Medical Professional Liability,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Earthquake,0,0,826,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Group Accident and Health (b),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Credit Accident and Health (Group and Individual),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Collectively Renewable Accident and Health (b),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Non-Cancelable Accident and Health (b),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Guaranteed Renewable Accident and Health (b),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Non-Renewable for Stated Reasons only (b),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Other Accident only,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Medicare Title XVIII,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,All other Accident and Health (b),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Federal Employees Health Benefits Program Premium (b),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Workers Compensation,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Other Liability - Occcurence,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Other Liability - Claims Made,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Excess Workers Compensation,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Products Liability,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Private Passenger Auto No Fault (pip),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Other Private Passenger Auto Liability,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Commercial Auto No Fault (pip),0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Other Commerical Auto Liability,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Private Passenger Physical Damage,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Commercial Auto Physical Damage,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Aircraft,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Fidelity,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Surety,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Burglary and Theft,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Boiler and Machinery,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Credit,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Warranty,0,0,0,10799,2968
2016,515.48,CA,GeoVera Insurance Company,Aggregate Write-In,0,0,0,10799,2968
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Fire,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Allied Lines,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Multiple Peril Crop,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Federal Flood,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Private Crop,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Private Flood,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Farmowners Multiple Peril,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Homeowners Multiple Peril,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Commerical Multiple Peril (Non-liability portion),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Commerical Multiple Peril (Liability portion),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Mortgage Guaranty,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Ocean Marine,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Inland Marine,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Financial Guaranty,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Medical Professional Liability,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Earthquake,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Group Accident and Health (b),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Credit Accident and Health (Group and Individual),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Collectively Renewable Accident and Health (b),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Non-Cancelable Accident and Health (b),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Guaranteed Renewable Accident and Health (b),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Non-Renewable for Stated Reasons only (b),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Other Accident only,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Medicare Title XVIII,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,All other Accident and Health (b),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Federal Employees Health Benefits Program Premium (b),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Workers Compensation,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Other Liability - Occcurence,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Other Liability - Claims Made,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Excess Workers Compensation,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Products Liability,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Private Passenger Auto No Fault (pip),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Other Private Passenger Auto Liability,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Commercial Auto No Fault (pip),0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Other Commerical Auto Liability,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Private Passenger Physical Damage,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Commercial Auto Physical Damage,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Aircraft,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Fidelity,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Surety,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Burglary and Theft,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Boiler and Machinery,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Credit,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Warranty,0,0,0,21032,599
2016,515.48,NY,GLOBAL Reinsurance Corporation of America,Aggregate Write-In,0,0,0,21032,599
2016,515.48,MD,Government Employees Insurance Company,Fire,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Allied Lines,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Multiple Peril Crop,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Federal Flood,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Private Crop,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Private Flood,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Farmowners Multiple Peril,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Homeowners Multiple Peril,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Commerical Multiple Peril (Non-liability portion),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Commerical Multiple Peril (Liability portion),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Mortgage Guaranty,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Ocean Marine,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Inland Marine,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Financial Guaranty,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Medical Professional Liability,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Earthquake,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Group Accident and Health (b),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Credit Accident and Health (Group and Individual),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Collectively Renewable Accident and Health (b),138,0,5,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Non-Cancelable Accident and Health (b),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Guaranteed Renewable Accident and Health (b),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Non-Renewable for Stated Reasons only (b),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Other Accident only,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Medicare Title XVIII,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,All other Accident and Health (b),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Federal Employees Health Benefits Program Premium (b),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Workers Compensation,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Other Liability - Occcurence,145179,0,3667,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Other Liability - Claims Made,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Excess Workers Compensation,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Products Liability,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Private Passenger Auto No Fault (pip),0,6008,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Other Private Passenger Auto Liability,1145479,641760,38532,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Commercial Auto No Fault (pip),0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Other Commerical Auto Liability,59463,974,2159,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Private Passenger Physical Damage,1457617,850368,49032,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Commercial Auto Physical Damage,51715,30908,1878,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Aircraft,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Fidelity,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Surety,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Burglary and Theft,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Boiler and Machinery,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Credit,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Warranty,0,0,0,22063,1105
2016,515.48,MD,Government Employees Insurance Company,Aggregate Write-In,0,0,0,22063,1105
2016,515.48,OH,Grange Indemnity Insurance Company,Fire,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Allied Lines,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Multiple Peril Crop,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Federal Flood,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Private Crop,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Private Flood,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Farmowners Multiple Peril,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Homeowners Multiple Peril,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Commerical Multiple Peril (Non-liability portion),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Commerical Multiple Peril (Liability portion),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Mortgage Guaranty,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Ocean Marine,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Inland Marine,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Financial Guaranty,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Medical Professional Liability,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Earthquake,0,0,0,10322,2917
2016,515.48,OK,"Granite Re, Inc.",Federal Flood,0,0,0,26310,2996
2016,515.48,OH,Grange Indemnity Insurance Company,Group Accident and Health (b),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Credit Accident and Health (Group and Individual),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Collectively Renewable Accident and Health (b),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Non-Cancelable Accident and Health (b),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Guaranteed Renewable Accident and Health (b),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Non-Renewable for Stated Reasons only (b),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Other Accident only,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Medicare Title XVIII,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,All other Accident and Health (b),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Federal Employees Health Benefits Program Premium (b),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Workers Compensation,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Other Liability - Occcurence,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Other Liability - Claims Made,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Excess Workers Compensation,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Products Liability,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Private Passenger Auto No Fault (pip),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Other Private Passenger Auto Liability,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Commercial Auto No Fault (pip),0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Other Commerical Auto Liability,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Private Passenger Physical Damage,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Commercial Auto Physical Damage,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Aircraft,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Fidelity,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Surety,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Burglary and Theft,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Boiler and Machinery,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Credit,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Warranty,0,0,0,10322,2917
2016,515.48,OH,Grange Indemnity Insurance Company,Aggregate Write-In,0,0,0,10322,2917
2016,515.48,OH,Grange Mutual Casualty Company,Fire,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Allied Lines,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Multiple Peril Crop,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Federal Flood,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Private Crop,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Private Flood,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Farmowners Multiple Peril,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Homeowners Multiple Peril,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Commerical Multiple Peril (Non-liability portion),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Commerical Multiple Peril (Liability portion),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Mortgage Guaranty,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Ocean Marine,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Inland Marine,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Financial Guaranty,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Medical Professional Liability,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Earthquake,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Group Accident and Health (b),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Credit Accident and Health (Group and Individual),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Collectively Renewable Accident and Health (b),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Non-Cancelable Accident and Health (b),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Guaranteed Renewable Accident and Health (b),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Non-Renewable for Stated Reasons only (b),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Other Accident only,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Medicare Title XVIII,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,All other Accident and Health (b),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Federal Employees Health Benefits Program Premium (b),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Workers Compensation,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Other Liability - Occcurence,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Other Liability - Claims Made,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Excess Workers Compensation,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Products Liability,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Private Passenger Auto No Fault (pip),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Other Private Passenger Auto Liability,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Commercial Auto No Fault (pip),0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Other Commerical Auto Liability,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Private Passenger Physical Damage,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Commercial Auto Physical Damage,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Aircraft,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Fidelity,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Surety,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Burglary and Theft,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Boiler and Machinery,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Credit,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Warranty,0,0,0,14060,2409
2016,515.48,OH,Grange Mutual Casualty Company,Aggregate Write-In,0,0,0,14060,2409
2016,515.48,OK,"Granite Re, Inc.",Fire,0,0,0,26310,2996
